basket_crops,basket_size,regions_included,regions_excluded,baseline_period,n_regions_ge_70pct,avg_coverage
"['wheat_total', 'barley_total', 'maize_grain', 'sunflower_grain']",4,"['Алтайский край', 'Белгородская область', 'Владимирская область', 'Воронежская область', 'Краснодарский край', 'Курская область', 'Липецкая область', 'Ростовская область', 'Самарская область', 'Саратовская область', 'Ставропольский край']","['Амурская область', 'Волгоградская область', 'Ленинградская область', 'Псковская область', 'Тверская область']",2015-2017,6,0.5223757056207458
