n_successful,gamma_true,mean_gamma_hat,bias,relative_bias,sd_gamma_hat,rmse,mc_se_mean,mc_se_bias,empirical_95_low,empirical_95_high,requested_sims,failure_count,failure_rate,mean_f_classical,min_f_classical,max_f_classical,mean_f_cluster,min_f_cluster,max_f_cluster,mean_n_clusters,penalized_fit_rate,coverage_method,coverage_95,coverage_n,bootstrap_success_median,n_jobs,total_time_seconds,mean_time_per_sim_seconds
100,0.5,0.4912751479158516,-0.008724852084148416,-0.01744970416829683,0.02720188304568583,0.028437054360624752,0.002720188304568583,0.002720188304568583,0.43835688016158014,0.5465732541576396,100,0,0.0,37934.60188497963,36631.38251845797,39028.50193061033,49581.17296762788,18668.33114771766,135302.64799937617,32.0,0.0,not_computed,,0,0.0,6,1646.3729147911072,16.46372914791107
